base hex  timestamps absolute
8248.100 2 0427       Rx   d 8 3D 22 98 7A 19 00 05 00 
8248.300 2 044D       Rx   d 8 00 40 00 00 26 90 3F C7 
8248.600 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
8248.800 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8249.100 2 06F6       Rx   d 8 15 45 E2 01 C5 7B 61 53 
8263.100 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8263.400 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
8263.600 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8265.900 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
8266.100 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
8266.400 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
8266.600 2 0085       Rx   d 8 03 D8 85 C1 03 1C 83 1C 
8277.800 2 0353       Rx   d 8 33 81 00 00 13 3F 00 00 
8279.100 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
8279.400 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8279.600 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
8279.900 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8285.900 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
8286.200 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
8286.400 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
8286.600 2 0085       Rx   d 8 03 D8 85 C1 03 1C 83 1C 
8295.100 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
8295.400 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8295.600 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
8295.900 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8296.100 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
8297.900 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
8298.100 2 0350       Rx   d 8 04 00 00 00 00 00 00 00 
8298.400 2 0437       Rx   d 8 27 27 01 00 00 00 00 81 
8298.600 2 0453       Rx   d 8 00 00 00 00 00 0F B9 00 
8306.000 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
8306.300 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
8306.500 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
8306.800 2 0085       Rx   d 8 03 D8 85 C1 03 1C 83 1C 
8311.400 2 0623       Rx   d 8 36 44 12 82 00 00 00 00 
8311.600 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8311.900 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
8312.100 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8312.400 2 0640       Rx   d 8 44 60 00 78 00 0C 86 00 
8312.600 2 0650       Rx   d 8 11 42 00 00 00 00 00 00 
8325.900 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
8326.200 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
8326.400 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
8326.600 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
8327.300 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8327.600 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
8327.800 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8328.100 2 0353       Rx   d 8 33 81 00 00 13 3F 00 00 
8343.400 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
8343.600 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
8343.900 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
8344.100 2 0425       Rx   d 8 00 00 00 FF FF 02 80 00 
8344.400 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8344.600 2 0340       Rx   d 8 00 1A 00 00 00 00 00 00 
8344.900 2 0427       Rx   d 8 3D 22 98 7A 19 00 05 00 
8345.100 2 044D       Rx   d 8 00 40 00 00 26 90 3F C7 
8345.300 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
8345.600 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8346.100 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
8346.300 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
8346.600 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
8346.800 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
8359.400 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8359.600 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
8359.900 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8365.900 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
8366.200 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
8366.400 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
8366.600 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
8375.400 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8375.700 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
8375.900 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8377.800 2 0353       Rx   d 8 33 81 00 00 13 3F 00 00 
8385.900 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
8386.200 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
8386.400 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
8386.600 2 0085       Rx   d 8 03 D8 85 C1 03 1C 83 1C 
8391.400 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
8391.700 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8391.900 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
8392.200 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8392.400 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
8397.900 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
8398.100 2 0350       Rx   d 8 04 00 00 00 00 00 00 00 
8398.400 2 0437       Rx   d 8 27 27 01 00 00 00 00 81 
8398.600 2 0453       Rx   d 8 00 00 00 00 00 0F B9 00 
8405.900 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
8406.200 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
8406.400 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
8406.600 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
8407.400 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
8407.700 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8407.900 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
8408.200 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8423.400 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8423.700 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
8423.900 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8425.900 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
8426.100 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
8426.400 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
8426.600 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
8427.800 2 0353       Rx   d 8 33 81 00 00 13 3F 00 00 
8439.500 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
8439.700 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
8440.000 2 0425       Rx   d 8 00 00 00 FF FF 02 80 00 
8440.200 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8440.500 2 0427       Rx   d 8 3D 22 98 7A 19 00 05 00 
8440.700 2 044D       Rx   d 8 00 40 00 00 26 90 3F C7 
8440.900 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
8441.200 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8444.500 2 0340       Rx   d 8 00 1A 00 00 00 00 00 00 
8446.000 2 00FC       Rx   d 8 03 00 00 00 00 00 00 00 
8446.300 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
8446.500 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
8446.800 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
8447.000 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
8455.500 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8455.700 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
8456.000 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8465.900 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
8466.200 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
8466.400 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
8466.600 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
8471.300 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
8471.600 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8471.800 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
8472.000 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8477.800 2 0353       Rx   d 8 33 81 00 00 13 3F 00 00 
8485.900 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
8486.100 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
8486.400 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
8486.600 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
8487.300 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
8487.500 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8487.800 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
8488.000 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8488.300 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
8488.500 2 06F6       Rx   d 8 15 45 E2 01 C5 7B 61 53 
8497.900 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
8498.100 2 0350       Rx   d 8 04 00 00 00 00 00 00 00 
8498.400 2 0437       Rx   d 8 27 27 01 00 00 00 00 81 
8498.600 2 0453       Rx   d 8 00 00 00 00 00 0F B9 00 
8503.400 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8503.600 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
8503.900 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8505.900 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
8506.100 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
8506.400 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
8506.600 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
8519.400 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8519.600 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
8519.900 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8525.900 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
8526.100 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
8526.400 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
8526.600 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
8527.800 2 0353       Rx   d 8 33 81 00 00 13 3F 00 00 
8535.400 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
8535.600 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
8535.900 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
8536.100 2 0425       Rx   d 8 00 00 00 FF FF 02 80 00 
8536.400 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8536.600 2 0427       Rx   d 8 3D 22 98 7A 19 00 05 00 
8536.800 2 044D       Rx   d 8 00 40 00 00 26 90 3F C7 
8537.100 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
8537.300 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8543.100 2 0340       Rx   d 8 00 1A 00 00 00 00 00 00 
8546.000 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
8546.300 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
8546.500 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
8546.700 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
8551.400 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8551.600 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
8551.900 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8565.800 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
8566.100 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
8566.300 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
8566.600 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
8567.400 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8567.600 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
8567.900 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8577.800 2 0353       Rx   d 8 33 81 00 00 13 40 00 00 
8578.100 2 0307       Rx   d 8 00 00 00 00 00 00 00 00 
8583.400 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
8583.700 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8583.900 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
8584.100 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8584.400 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
8586.000 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
8586.300 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
8586.500 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
8586.700 2 0085       Rx   d 8 03 D7 85 C1 03 1C 83 1C 
8597.900 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
8598.100 2 0350       Rx   d 8 04 00 00 00 00 00 00 00 
8598.400 2 0437       Rx   d 8 27 27 01 00 00 00 00 81 
8598.600 2 0453       Rx   d 8 00 00 00 00 00 0F B9 00 
8599.500 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
8599.700 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8600.000 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
8600.200 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8605.900 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
8606.100 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
8606.400 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
8606.600 2 0085       Rx   d 8 03 D8 85 C1 03 1C 83 1C 
8615.500 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8615.700 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
8616.000 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8625.800 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
8626.100 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
8626.300 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
8626.600 2 0085       Rx   d 8 03 D8 85 C1 03 1C 83 1C 
8627.800 2 0353       Rx   d 8 33 81 00 00 13 3F 00 00 
8631.500 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
8631.700 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
8632.000 2 0425       Rx   d 8 00 00 00 FF FF 02 80 00 
8632.200 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8632.400 2 0427       Rx   d 8 3D 22 98 7A 19 00 05 00 
8632.700 2 044D       Rx   d 8 00 40 00 00 26 90 3F C7 
8632.900 2 0097       Rx   d 8 01 79 00 56 01 7E 00 25 
8633.200 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8643.200 2 0340       Rx   d 8 00 1A 00 00 00 00 00 00 
8645.800 2 00FC       Rx   d 8 03 00 00 00 00 00 00 00 
8646.100 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
8646.300 2 0210       Rx   d 8 21 E0 F8 00 10 21 E0 00 
8646.600 2 0085       Rx   d 8 03 D8 85 C1 03 1C 83 1C 
8646.800 2 0090       Rx   d 8 01 50 FF E1 80 00 00 00 
8647.500 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8647.700 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
8648.000 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8663.400 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
8663.700 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8663.900 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
8664.200 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8677.800 2 0353       Rx   d 8 33 81 00 00 13 3F 00 00 
8679.500 2 0200       Rx   d 8 03 27 02 51 03 22 C0 00 
8679.700 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8679.900 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
8680.200 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8680.400 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
8695.500 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
8695.700 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
8696.000 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
8697.900 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
8698.100 2 0350       Rx   d 8 04 00 00 00 00 00 00 00 
8698.400 2 0403       Rx   d 8 02 02 89 24 24 00 00 00 
8698.600 2 0437       Rx   d 8 27 27 01 00 00 00 00 81 
8698.800 2 0453       Rx   d 8 00 00 00 00 00 0F B9 00 
8727.800 2 0353       Rx   d 8 33 81 00 00 13 3F 00 00 
8777.800 2 0353       Rx   d 8 33 81 00 00 13 3F 00 00 
8827.800 2 0353       Rx   d 8 33 81 00 00 13 3F 00 00 
1751.0600 2 0200       Rx   d 8 02 00 02 51 02 21 C0 01 
1751.0800 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
1751.1100 2 0230       Rx   d 8 00 FF 82 06 68 00 00 00 
1751.1300 2 0425       Rx   d 8 00 00 00 FF FF 00 80 00 
1751.1600 2 0427       Rx   d 8 37 42 9B 7D 19 00 14 00 
1751.1800 2 04C0       Rx   d 8 98 96 76 00 00 00 00 00 
1751.2100 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1751.2300 2 044D       Rx   d 8 00 40 00 00 22 B0 3F C7 
1751.2500 2 0097       Rx   d 8 00 21 00 21 00 21 00 25 
1751.2800 2 0120       Rx   d 8 00 21 00 03 00 00 00 00 
1751.3000 2 0623       Rx   d 8 36 44 12 82 00 00 00 00 
1751.3300 2 0640       Rx   d 8 44 60 00 78 00 0C 86 00 
1751.3500 2 0650       Rx   d 8 10 36 44 01 06 00 00 00 
1751.3700 2 06F6       Rx   d 8 00 00 00 00 00 00 00 00 
1752.6600 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1752.6900 2 0097       Rx   d 8 00 25 00 6C 00 1F 00 25 
1752.7100 2 0120       Rx   d 8 00 1F 00 00 00 00 00 00 
1754.2700 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1754.2900 2 0097       Rx   d 8 00 25 00 6C 00 22 00 25 
1754.3200 2 0120       Rx   d 8 00 22 00 00 00 00 00 00 
1754.7200 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
1754.7500 2 0350       Rx   d 8 04 00 00 00 00 00 00 00 
1754.7700 2 0437       Rx   d 8 27 27 01 00 00 00 00 81 
1754.8000 2 0453       Rx   d 8 00 00 00 00 00 0F B9 00 
1755.8500 2 0353       Rx   d 8 33 81 00 00 13 40 00 00 
1755.8700 2 0200       Rx   d 8 02 48 02 51 02 55 C0 01 
1755.9000 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1755.9200 2 0097       Rx   d 8 00 B2 00 5D 00 A6 00 25 
1755.9400 2 0120       Rx   d 8 00 A6 00 00 00 00 00 00 
1755.9700 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
1757.5400 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
1757.5600 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1757.5900 2 0097       Rx   d 8 00 B2 00 5D 00 B5 00 25 
1757.6100 2 0120       Rx   d 8 00 B5 00 00 00 00 00 00 
1757.7200 2 0307       Rx   d 8 00 00 00 00 00 00 00 00 
1759.1400 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1759.1600 2 0097       Rx   d 8 00 B2 00 5D 00 B5 00 25 
1759.1900 2 0120       Rx   d 8 00 B5 00 00 00 00 00 00 
1760.4100 2 00FC       Rx   d 8 03 00 00 00 00 00 00 00 
1760.4400 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1760.4600 2 0210       Rx   d 8 21 E0 F8 00 00 21 E0 00 
1760.4900 2 0085       Rx   d 8 03 D6 85 7C 03 1C 83 1C 
1760.5100 2 0090       Rx   d 8 00 00 00 00 80 00 00 00 
1760.7400 2 0200       Rx   d 8 02 57 02 51 02 55 C0 01 
1760.7700 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
1760.7900 2 0425       Rx   d 8 00 00 00 FF FF 00 80 00 
1760.8200 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1760.8400 2 0427       Rx   d 8 45 42 9B 7B 19 00 14 00 
1760.8600 2 0353       Rx   d 8 33 81 00 00 13 40 00 00 
1760.8900 2 044D       Rx   d 8 00 40 00 00 2B A0 3F C7 
1760.9100 2 0097       Rx   d 8 00 B2 00 5D 00 B5 00 25 
1760.9400 2 0120       Rx   d 8 00 B5 00 00 00 00 00 00 
1762.3400 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1762.3700 2 0097       Rx   d 8 00 B2 00 64 00 B5 00 25 
1762.3900 2 0120       Rx   d 8 00 B5 00 00 00 00 00 00 
1762.4200 2 0090       Rx   d 8 00 00 00 00 80 00 00 00 
1762.4400 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1762.4700 2 0210       Rx   d 8 21 E0 F8 C9 00 21 E0 00 
1762.4900 2 0085       Rx   d 8 03 D6 85 7C 03 1C 83 1C 
1763.9500 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
1763.9800 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1764.0000 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
1764.0300 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1764.4300 2 0090       Rx   d 8 FE B0 00 00 80 00 00 00 
1764.4600 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1764.4800 2 0210       Rx   d 8 21 E0 F8 C9 00 21 E0 00 
1764.5000 2 0085       Rx   d 8 03 D6 85 7C 03 1C 83 1C 
1764.7200 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
1764.7400 2 0350       Rx   d 8 04 00 00 00 00 00 00 00 
1764.7700 2 0437       Rx   d 8 27 28 01 00 00 00 00 81 
1764.7900 2 0453       Rx   d 8 00 00 00 00 00 0F B9 00 
1765.5500 2 0200       Rx   d 8 03 27 02 51 03 22 C0 01 
1765.5800 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1765.6000 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
1765.6300 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1765.6500 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
1765.8500 2 0353       Rx   d 8 33 81 00 00 13 40 00 00 
1766.4300 2 0090       Rx   d 8 FE B0 00 00 80 00 00 00 
1766.4600 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1766.4800 2 0210       Rx   d 8 21 E0 F8 C9 00 21 E0 00 
1766.5100 2 0085       Rx   d 8 03 D6 85 7C 03 1A 83 1C 
1767.1600 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1767.1800 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
1767.2000 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1768.4300 2 0090       Rx   d 8 FE B0 00 00 80 00 00 00 
1768.4500 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1768.4800 2 0210       Rx   d 8 21 E0 F8 C9 00 21 E0 00 
1768.5000 2 0085       Rx   d 8 03 D6 85 7C 03 1B 83 1C 
1768.7600 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1768.7800 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
1768.8000 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1770.3600 2 0200       Rx   d 8 03 27 02 51 03 22 C0 01 
1770.3800 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
1770.4100 2 0230       Rx   d 8 00 BE 76 06 68 00 00 00 
1770.4300 2 0425       Rx   d 8 00 00 00 FF FF 00 80 00 
1770.4600 2 0090       Rx   d 8 FE B0 00 00 80 00 00 00 
1770.4800 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1770.5100 2 0427       Rx   d 8 45 42 98 7B 19 00 14 00 
1770.5300 2 044D       Rx   d 8 00 40 00 00 2B A0 3F C7 
1770.5500 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
1770.5800 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1770.6000 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1770.6300 2 0210       Rx   d 8 21 E0 F8 C9 00 21 E0 00 
1770.6500 2 0085       Rx   d 8 03 D6 85 7C 03 1B 83 1C 
1770.8500 2 0353       Rx   d 8 33 81 00 00 13 40 00 00 
1771.9600 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1771.9800 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
1772.0100 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1772.4300 2 0090       Rx   d 8 FE B0 00 00 80 00 00 00 
1772.4500 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1772.4800 2 0210       Rx   d 8 21 E0 F8 C9 00 21 E0 00 
1772.5000 2 0085       Rx   d 8 03 D6 85 7C 03 1B 83 1C 
1773.5400 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1773.5700 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
1773.5900 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1774.4300 2 0090       Rx   d 8 FE B0 00 00 80 00 00 00 
1774.4600 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
1774.4800 2 0210       Rx   d 8 21 E0 F8 C9 00 21 E0 00 
1774.5000 2 0085       Rx   d 8 03 D3 85 7C 03 1B 83 1C 
1774.7200 2 0128       Rx   d 8 00 80 00 00 00 00 00 00 
1774.7400 2 0350       Rx   d 8 04 00 00 00 00 00 00 00 
1774.7700 2 0437       Rx   d 8 27 28 01 00 00 00 00 81 
1774.7900 2 0453       Rx   d 8 00 00 00 00 00 0F B9 00 
1775.1500 2 0200       Rx   d 8 03 27 02 51 03 22 C0 01 
1775.1700 2 012D       Rx   d 8 81 00 00 00 00 00 00 04 
1775.2000 2 0097       Rx   d 8 01 78 00 56 01 7E 00 25 
1775.2200 2 0120       Rx   d 8 01 7E 00 00 00 00 00 00 
1775.2500 2 0207       Rx   d 8 00 00 00 00 00 00 00 00 
1775.2700 2 06F6       Rx   d 8 15 21 84 67 A3 F2 FD 0B 
1775.8500 2 0353       Rx   d 8 33 81 00 00 13 40 00 00 
1776.4300 2 0090       Rx   d 8 FE B0 00 00 80 00 00 00 
1776.4600 2 04B0       Rx   d 8 00 00 00 00 00 00 00 00 
