base hex  timestamps absolute
2588.20506 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2588.36585 2 0737       Rx   d 8 07 23 00 00 93 98 00 04 
2588.60438 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2588.69378 2 0737       Rx   d 8 07 23 00 00 93 9C 00 04 
2588.99695 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2589.16640 2 0737       Rx   d 8 07 23 00 00 93 A0 00 04 
2589.40649 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2589.49024 2 0737       Rx   d 8 07 23 00 00 93 A4 00 04 
2589.80656 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2589.96523 2 0737       Rx   d 8 07 23 00 00 93 A8 00 04 
2590.20570 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2590.28663 2 0737       Rx   d 8 07 23 00 00 93 AC 00 04 
2590.60609 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2590.76571 2 0737       Rx   d 8 07 23 00 00 93 B0 00 04 
2591.00414 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2591.08542 2 0737       Rx   d 8 07 23 00 00 93 B4 00 04 
2591.39334 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2591.70882 2 0737       Rx   d 8 07 23 00 00 93 B8 00 04 
2592.00181 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2592.17706 2 0737       Rx   d 8 07 23 00 00 93 BC 00 04 
2592.53184 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2592.80646 2 0737       Rx   d 8 07 23 00 00 93 C0 00 04 
2593.10167 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2593.28117 2 0737       Rx   d 8 07 23 00 00 93 C4 00 04 
2593.59221 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2593.74858 2 0737       Rx   d 8 07 23 00 00 93 C8 00 04 
2594.00077 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2594.21221 2 0737       Rx   d 8 07 23 00 00 93 CC 00 04 
2594.53929 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2594.60353 2 0737       Rx   d 8 07 23 00 00 93 D0 00 04 
2594.89404 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2594.93161 2 0737       Rx   d 8 07 23 00 00 93 D4 00 04 
2595.19361 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2595.24315 2 0737       Rx   d 8 07 23 00 00 93 D8 00 04 
2595.52919 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2595.56284 2 0737       Rx   d 8 07 23 00 00 93 DC 00 04 
2595.80455 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2595.88209 2 0737       Rx   d 8 07 23 00 00 93 E0 00 04 
2596.19089 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2596.37029 2 0737       Rx   d 8 07 23 00 00 93 E4 00 04 
2596.70060 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2596.98017 2 0737       Rx   d 8 07 23 00 00 93 E8 00 04 
2597.29244 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2597.44942 2 0737       Rx   d 8 07 23 00 00 93 EC 00 04 
2597.73946 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2597.91646 2 0737       Rx   d 8 07 23 00 00 93 F0 00 04 
2598.21303 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2598.38070 2 0737       Rx   d 8 07 23 00 00 93 F4 00 04 
2598.70548 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2598.85361 2 0737       Rx   d 8 07 23 00 00 93 F8 00 04 
2599.09284 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2599.34393 2 0737       Rx   d 8 07 23 00 00 93 FC 00 04 
2599.60155 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2599.80826 2 0737       Rx   d 8 07 23 00 00 94 00 00 04 
2600.14002 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2600.30530 2 0737       Rx   d 8 07 23 00 00 94 04 00 04 
2600.60814 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2600.72820 2 0737       Rx   d 8 07 23 00 00 94 08 00 04 
2600.99761 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2601.20034 2 0737       Rx   d 8 07 23 00 00 94 0C 00 04 
2601.52852 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2601.63997 2 0737       Rx   d 8 07 23 00 00 94 10 00 04 
2601.90801 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2601.96364 2 0737       Rx   d 8 07 23 00 00 94 14 00 04 
2602.22183 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2602.28813 2 0737       Rx   d 8 07 23 00 00 94 18 00 04 
2602.60741 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2602.76698 2 0737       Rx   d 8 07 23 00 00 94 1C 00 04 
2603.09912 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2603.24161 2 0737       Rx   d 8 07 23 00 00 94 20 00 04 
2603.53635 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2603.72949 2 0737       Rx   d 8 07 23 00 00 94 24 00 04 
2603.99694 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2604.18457 2 0737       Rx   d 8 07 23 00 00 94 28 00 04 
2604.52804 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2604.78879 2 0737       Rx   d 8 07 23 00 00 94 2C 00 04 
2605.10700 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2605.25969 2 0737       Rx   d 8 07 23 00 00 94 30 00 04 
2605.52719 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2605.74759 2 0737       Rx   d 8 07 23 00 00 94 34 00 04 
2605.99595 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2606.17221 2 0737       Rx   d 8 07 23 00 00 94 38 00 04 
2606.57545 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2606.64618 2 0737       Rx   d 8 07 23 00 00 94 3C 00 04 
2606.89479 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2606.95220 2 0737       Rx   d 8 07 23 00 00 94 40 00 04 
2607.19419 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2607.25273 2 0737       Rx   d 8 07 23 00 00 94 44 00 04 
2607.52773 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2607.55801 2 0737       Rx   d 8 07 23 00 00 94 48 00 04 
2607.88495 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2608.03777 2 0737       Rx   d 8 07 23 00 00 94 4C 00 04 
2608.30800 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2608.35795 2 0737       Rx   d 8 07 23 00 00 94 50 00 04 
2608.62524 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2608.69047 2 0737       Rx   d 8 07 23 00 00 94 54 00 04 
2608.99427 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2609.15804 2 0737       Rx   d 8 07 23 00 00 94 58 00 04 
2609.42385 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2609.47825 2 0737       Rx   d 8 07 23 00 00 94 5C 00 04 
2609.78624 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2609.95611 2 0737       Rx   d 8 07 23 00 00 94 60 00 04 
2610.22213 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2610.28531 2 0737       Rx   d 8 07 23 00 00 94 64 00 04 
2610.58610 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2610.76631 2 0737       Rx   d 8 07 23 00 00 94 68 00 04 
2611.09544 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2611.23670 2 0737       Rx   d 8 07 23 00 00 94 6C 00 04 
2611.51484 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2611.56277 2 0737       Rx   d 8 07 23 00 00 94 70 00 04 
2611.89208 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2612.03706 2 0737       Rx   d 8 07 23 00 00 94 74 00 04 
2612.31175 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2612.35596 2 0737       Rx   d 8 07 23 00 00 94 78 00 04 
2612.69265 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2612.83576 2 0737       Rx   d 8 07 23 00 00 94 7C 00 04 
2613.11191 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2613.15690 2 0737       Rx   d 8 07 23 00 00 94 80 00 04 
2613.43249 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2613.63411 2 0737       Rx   d 8 07 23 00 00 94 84 00 04 
2613.91250 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2614.09875 2 0737       Rx   d 8 07 23 00 00 94 88 00 04 
2614.38884 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2614.57395 2 0737       Rx   d 8 07 23 00 00 94 8C 00 04 
2614.89330 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2614.93225 2 0737       Rx   d 8 07 23 00 00 94 90 00 04 
2615.19398 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2615.23530 2 0737       Rx   d 8 07 23 00 00 94 94 00 04 
2615.52955 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2615.55647 2 0737       Rx   d 8 07 23 00 00 94 98 00 04 
2615.88257 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2616.03633 2 0737       Rx   d 8 07 23 00 00 94 9C 00 04 
2616.31453 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2616.35490 2 0737       Rx   d 8 07 23 00 00 94 A0 00 04 
2616.62981 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2616.67505 2 0737       Rx   d 8 07 23 00 00 94 A4 00 04 
2616.99271 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2617.15521 2 0737       Rx   d 8 07 23 00 00 94 A8 00 04 
2617.38905 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2617.47809 2 0737       Rx   d 8 07 23 00 00 94 AC 00 04 
2617.78924 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2617.95385 2 0737       Rx   d 8 07 23 00 00 94 B0 00 04 
2618.18358 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2618.27898 2 0737       Rx   d 8 07 23 00 00 94 B4 00 04 
2618.58952 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2618.75483 2 0737       Rx   d 8 07 23 00 00 94 B8 00 04 
2619.08168 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2619.23346 2 0737       Rx   d 8 07 23 00 00 94 BC 00 04 
2619.52581 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2619.70359 2 0737       Rx   d 8 07 23 00 00 94 C0 00 04 
2619.99639 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2620.16596 2 0737       Rx   d 8 07 23 00 00 94 C4 00 04 
2620.50823 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2620.79944 2 0737       Rx   d 8 07 23 00 00 94 C8 00 04 
2621.11169 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2621.28655 2 0737       Rx   d 8 07 23 00 00 94 CC 00 04 
2621.59715 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2621.63229 2 0737       Rx   d 8 07 23 00 00 94 D0 00 04 
2621.90946 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2621.95843 2 0737       Rx   d 8 07 23 00 00 94 D4 00 04 
2622.28115 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2622.43168 2 0737       Rx   d 8 07 23 00 00 94 D8 00 04 
2622.73663 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2622.93034 2 0737       Rx   d 8 07 23 00 00 94 DC 00 04 
2623.20163 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2623.24241 2 0737       Rx   d 8 07 23 00 00 94 E0 00 04 
2623.52621 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2623.55519 2 0737       Rx   d 8 07 23 00 00 94 E4 00 04 
2623.88597 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2624.03248 2 0737       Rx   d 8 07 23 00 00 94 E8 00 04 
2624.31147 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2624.35300 2 0737       Rx   d 8 07 23 00 00 94 EC 00 04 
2624.69263 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2624.83281 2 0737       Rx   d 8 07 23 00 00 94 F0 00 04 
2625.07793 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2625.15200 2 0737       Rx   d 8 07 23 00 00 94 F4 00 04 
2625.38785 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2625.47442 2 0737       Rx   d 8 07 23 00 00 94 F8 00 04 
2625.78814 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2625.95207 2 0737       Rx   d 8 07 23 00 00 94 FC 00 04 
2626.28528 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2626.57572 2 0737       Rx   d 8 07 23 00 00 95 00 00 04 
2626.89271 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2627.04391 2 0737       Rx   d 8 07 23 00 00 95 04 00 04 
2627.27763 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2627.53045 2 0737       Rx   d 8 07 23 00 00 95 08 00 04 
2627.77433 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2627.99961 2 0737       Rx   d 8 07 23 00 00 95 0C 00 04 
2628.32680 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2628.49412 2 0737       Rx   d 8 07 23 00 00 95 10 00 04 
2628.80221 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2628.83080 2 0737       Rx   d 8 07 23 00 00 95 14 00 04 
2629.12731 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2629.15085 2 0737       Rx   d 8 07 23 00 00 95 18 00 04 
2629.52530 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2629.63131 2 0737       Rx   d 8 07 23 00 00 95 1C 00 04 
2629.87609 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2629.95061 2 0737       Rx   d 8 07 23 00 00 95 20 00 04 
2630.18558 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2630.27844 2 0737       Rx   d 8 07 23 00 00 95 24 00 04 
2630.59528 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2630.74958 2 0737       Rx   d 8 07 23 00 00 95 28 00 04 
2630.98562 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2631.07596 2 0737       Rx   d 8 07 23 00 00 95 2C 00 04 
2631.38277 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2631.55100 2 0737       Rx   d 8 07 23 00 00 95 30 00 04 
2631.78204 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2631.87860 2 0737       Rx   d 8 07 23 00 00 95 34 00 04 
2632.17446 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2632.34945 2 0737       Rx   d 8 07 23 00 00 95 38 00 04 
2632.69079 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2632.82961 2 0737       Rx   d 8 07 23 00 00 95 3C 00 04 
2633.08046 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2633.29643 2 0737       Rx   d 8 07 23 00 00 95 40 00 04 
2633.60125 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2633.77131 2 0737       Rx   d 8 07 23 00 00 95 44 00 04 
2634.09941 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2634.40117 2 0737       Rx   d 8 07 23 00 00 95 48 00 04 
2634.68754 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2634.74876 2 0737       Rx   d 8 07 23 00 00 95 4C 00 04 
2635.07954 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2635.22908 2 0737       Rx   d 8 07 23 00 00 95 50 00 04 
2635.54311 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2635.70874 2 0737       Rx   d 8 07 23 00 00 95 54 00 04 
2636.00383 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2636.03015 2 0737       Rx   d 8 07 23 00 00 95 58 00 04 
2636.27429 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2636.34961 2 0737       Rx   d 8 07 23 00 00 95 5C 00 04 
2636.59209 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2636.66910 2 0737       Rx   d 8 07 23 00 00 95 60 00 04 
2636.98248 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2637.14843 2 0737       Rx   d 8 07 23 00 00 95 64 00 04 
2637.37905 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2637.47792 2 0737       Rx   d 8 07 23 00 00 95 68 00 04 
2637.77889 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2637.94718 2 0737       Rx   d 8 07 23 00 00 95 6C 00 04 
2638.16936 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2638.27799 2 0737       Rx   d 8 07 23 00 00 95 70 00 04 
2638.57892 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2638.74773 2 0737       Rx   d 8 07 23 00 00 95 74 00 04 
2639.07842 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2639.22624 2 0737       Rx   d 8 07 23 00 00 95 78 00 04 
2639.54159 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2639.70871 2 0737       Rx   d 8 07 23 00 00 95 7C 00 04 
2639.97029 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2640.02564 2 0737       Rx   d 8 07 23 00 00 95 80 00 04 
2640.27902 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2640.52295 2 0737       Rx   d 8 07 23 00 00 95 84 00 04 
2640.76792 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2640.97553 2 0737       Rx   d 8 07 23 00 00 95 88 00 04 
2641.30640 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2641.60930 2 0737       Rx   d 8 07 23 00 00 95 8C 00 04 
2641.87427 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2641.94671 2 0737       Rx   d 8 07 23 00 00 95 90 00 04 
2642.27930 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2642.42846 2 0737       Rx   d 8 07 23 00 00 95 94 00 04 
2642.66692 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2642.74630 2 0737       Rx   d 8 07 23 00 00 95 98 00 04 
2643.07651 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2643.22523 2 0737       Rx   d 8 07 23 00 00 95 9C 00 04 
2643.54113 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2643.72749 2 0737       Rx   d 8 07 23 00 00 95 A0 00 04 
2644.00937 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2644.18554 2 0737       Rx   d 8 07 23 00 00 95 A4 00 04 
2644.51013 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2644.66421 2 0737       Rx   d 8 07 23 00 00 95 A8 00 04 
2644.97925 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2645.14531 2 0737       Rx   d 8 07 23 00 00 95 AC 00 04 
2645.52512 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2645.62620 2 0737       Rx   d 8 07 23 00 00 95 B0 00 04 
2645.87482 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2645.94824 2 0737       Rx   d 8 07 23 00 00 95 B4 00 04 
2646.16725 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2646.42502 2 0737       Rx   d 8 07 23 00 00 95 B8 00 04 
2646.66451 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2646.90829 2 0737       Rx   d 8 07 23 00 00 95 BC 00 04 
2647.16376 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2647.38238 2 0737       Rx   d 8 07 23 00 00 95 C0 00 04 
2647.71031 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2647.96312 2 0737       Rx   d 8 07 23 00 00 95 C4 00 04 
2648.27598 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2648.43730 2 0737       Rx   d 8 07 23 00 00 95 C8 00 04 
2648.66392 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2648.82352 2 0737       Rx   d 8 07 23 00 00 95 CC 00 04 
2649.07355 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2649.15036 2 0737       Rx   d 8 07 23 00 00 95 D0 00 04 
2649.50351 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2649.62331 2 0737       Rx   d 8 07 23 00 00 95 D4 00 04 
2649.87587 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2649.95110 2 0737       Rx   d 8 07 23 00 00 95 D8 00 04 
2650.27750 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2650.42694 2 0737       Rx   d 8 07 23 00 00 95 DC 00 04 
2650.66540 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2650.75040 2 0737       Rx   d 8 07 23 00 00 95 E0 00 04 
2651.07755 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2651.22574 2 0737       Rx   d 8 07 23 00 00 95 E4 00 04 
2651.49243 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2651.55084 2 0737       Rx   d 8 07 23 00 00 95 E8 00 04 
2651.87510 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2652.18911 2 0737       Rx   d 8 07 23 00 00 95 EC 00 04 
2652.52415 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2652.82295 2 0737       Rx   d 8 07 23 00 00 95 F0 00 04 
2653.06159 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2653.26158 2 0737       Rx   d 8 07 23 00 00 95 F4 00 04 
2653.57073 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2653.73397 2 0737       Rx   d 8 07 23 00 00 95 F8 00 04 
2653.97346 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2654.21574 2 0737       Rx   d 8 07 23 00 00 95 FC 00 04 
2654.49100 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2654.69056 2 0737       Rx   d 8 07 23 00 00 96 00 00 04 
2654.96548 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2655.07606 2 0737       Rx   d 8 07 23 00 00 96 04 00 04 
2655.38953 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2655.55246 2 0737       Rx   d 8 07 23 00 00 96 08 00 04 
2655.88106 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2656.02788 2 0737       Rx   d 8 07 23 00 00 96 0C 00 04 
2656.27280 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2656.35802 2 0737       Rx   d 8 07 23 00 00 96 10 00 04 
2656.66606 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2656.82666 2 0737       Rx   d 8 07 23 00 00 96 14 00 04 
2657.07896 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2657.15366 2 0737       Rx   d 8 07 23 00 00 96 18 00 04 
2657.50158 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2657.62692 2 0737       Rx   d 8 07 23 00 00 96 1C 00 04 
2657.86197 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2657.95613 2 0737       Rx   d 8 07 23 00 00 96 20 00 04 
2658.28287 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2658.59053 2 0737       Rx   d 8 07 23 00 00 96 24 00 04 
2658.92393 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2659.23012 2 0737       Rx   d 8 07 23 00 00 96 28 00 04 
2659.50051 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2659.66498 2 0737       Rx   d 8 07 23 00 00 96 2C 00 04 
2659.96813 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2660.14302 2 0737       Rx   d 8 07 23 00 00 96 30 00 04 
2660.52580 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2660.77694 2 0737       Rx   d 8 07 23 00 00 96 34 00 04 
2661.07247 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2661.25010 2 0737       Rx   d 8 07 23 00 00 96 38 00 04 
2661.56130 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2661.72338 2 0737       Rx   d 8 07 23 00 00 96 3C 00 04 
2661.96714 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2662.12179 2 0737       Rx   d 8 07 23 00 00 96 40 00 04 
2662.36656 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2662.43654 2 0737       Rx   d 8 07 23 00 00 96 44 00 04 
2662.76759 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2662.93156 2 0737       Rx   d 8 07 23 00 00 96 48 00 04 
2663.16595 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2663.23725 2 0737       Rx   d 8 07 23 00 00 96 4C 00 04 
2663.56820 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2663.73661 2 0737       Rx   d 8 07 23 00 00 96 50 00 04 
2664.07348 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2664.20226 2 0737       Rx   d 8 07 23 00 00 96 54 00 04 
2664.52268 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2664.68999 2 0737       Rx   d 8 07 23 00 00 96 58 00 04 
2664.99698 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2665.32656 2 0737       Rx   d 8 07 23 00 00 96 5C 00 04 
2665.56771 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2665.75584 2 0737       Rx   d 8 07 23 00 00 96 60 00 04 
2666.07488 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2666.21680 2 0737       Rx   d 8 07 23 00 00 96 64 00 04 
2666.36021 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2666.52589 2 0737       Rx   d 8 07 23 00 00 96 68 00 04 
2666.75665 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2666.99743 2 0737       Rx   d 8 07 23 00 00 96 6C 00 04 
2667.27852 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2667.47135 2 0737       Rx   d 8 07 23 00 00 96 70 00 04 
2667.75662 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2667.94253 2 0737       Rx   d 8 07 23 00 00 96 74 00 04 
2668.25408 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2668.40796 2 0737       Rx   d 8 07 23 00 00 96 78 00 04 
2668.69404 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2668.83965 2 0737       Rx   d 8 07 23 00 00 96 7C 00 04 
2669.15576 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2669.32727 2 0737       Rx   d 8 07 23 00 00 96 80 00 04 
2669.56058 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2669.64002 2 0737       Rx   d 8 07 23 00 00 96 84 00 04 
2669.96682 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2670.13334 2 0737       Rx   d 8 07 23 00 00 96 88 00 04 
2670.35141 2 073F       Rx   d 8 05 63 FF FF FF FF 00 00 
2670.44653 2 0737       Rx   d 8 07 23 00 00 96 8C 00 04 
